emp_no,first_name,last_name,birth_date,from_date,to_date,dept_no,title
222271,Taizo,dAstous,1964-12-09,1991-07-13,9999-01-01,d005,Senior Engineer
222275,Haldon,Koprowski,1964-12-13,1996-12-19,9999-01-01,d006,Engineer
222305,Leah,Rodite,1964-08-27,1998-01-06,9999-01-01,d002,Staff
222310,Navid,Jarecki,1964-06-04,1987-02-13,9999-01-01,d003,Staff
222311,Miyeon,Billingsley,1965-01-20,1992-12-05,9999-01-01,d005,Senior Engineer
222316,Shridhar,Antonakopoulos,1964-12-08,1990-04-12,9999-01-01,d006,Senior Engineer
222317,Rafols,Cannard,1964-06-11,1985-03-10,9999-01-01,d007,Staff
222319,Matt,Chvatal,1965-01-20,1994-11-09,9999-01-01,d005,Senior Engineer
222354,Valdiodio,Schlumberger,1965-01-15,1993-08-07,9999-01-01,d005,Engineer
222395,Steve,Bednarek,1964-02-18,1993-08-25,9999-01-01,d004,Senior Engineer
222409,Arve,Herath,1964-01-07,2000-01-30,9999-01-01,d007,Staff
222411,Padma,Ozery,1964-10-09,1986-10-29,9999-01-01,d008,Senior Staff
222418,Krister,Bernick,1964-08-30,1991-02-19,9999-01-01,d004,Senior Engineer
222432,Moie,Meriste,1964-06-18,1990-01-09,9999-01-01,d004,Technique Leader
222457,Kristian,Bael,1964-02-19,1992-09-03,9999-01-01,d007,Staff
222474,Takanari,Rothenberg,1964-05-19,1997-04-10,9999-01-01,d003,Staff
222492,Lansing,Detkin,1964-09-17,1994-04-22,9999-01-01,d005,Senior Engineer
222503,Augustine,Feldmann,1964-08-07,1998-03-08,9999-01-01,d006,Engineer
222508,Taegyun,Bahk,1964-12-25,1992-05-17,9999-01-01,d002,Staff
222524,Tremaine,Covnot,1964-12-24,1997-07-20,9999-01-01,d005,Senior Engineer
222533,Lein,Zyda,1964-02-16,1999-05-20,9999-01-01,d002,Senior Staff
222539,Dzung,Veldwijk,1964-06-22,1998-11-17,9999-01-01,d003,Staff
222548,Guozhong,Braunschweig,1964-02-17,1985-03-09,9999-01-01,d004,Senior Engineer
222555,Yurii,Schaft,1964-12-10,1996-11-08,9999-01-01,d004,Engineer
222572,Xianlong,Coullard,1964-05-07,1999-02-23,9999-01-01,d006,Engineer
222574,Otmar,Gien,1964-10-20,1993-12-03,9999-01-01,d004,Technique Leader
222616,Badri,Schapire,1965-02-01,1998-01-19,9999-01-01,d006,Assistant Engineer
222645,Goa,Guardalben,1964-10-08,1985-11-14,9999-01-01,d002,Staff
222658,Youpyo,Litecky,1964-02-16,1989-04-14,9999-01-01,d005,Senior Engineer
222663,Kshitij,Ginneken,1964-06-16,1990-08-19,9999-01-01,d009,Staff
222672,Rasikan,Peltason,1964-05-02,1992-04-19,9999-01-01,d005,Senior Engineer
222714,Sergi,Hiltgen,1964-01-10,1991-02-15,9999-01-01,d004,Senior Engineer
222727,Tadanori,Melski,1964-10-15,1987-02-23,9999-01-01,d003,Staff
222739,Djenana,Binkley,1964-03-23,1997-10-31,9999-01-01,d004,Engineer
222753,Ravishankar,Heydon,1964-03-18,1999-01-22,9999-01-01,d009,Staff
222754,Mani,Angot,1964-12-21,1985-11-16,9999-01-01,d003,Staff
222755,Yongqiao,Frolund,1964-09-13,1995-08-20,9999-01-01,d007,Senior Staff
222767,Hideyuki,Kandlur,1964-09-11,1989-08-24,9999-01-01,d005,Senior Engineer
222770,Kazuhiko,Kushner,1965-01-22,1995-08-01,9999-01-01,d005,Senior Engineer
222777,Oldrich,Sudbeck,1964-11-07,1990-01-23,9999-01-01,d005,Senior Engineer
222788,Perla,Luef,1964-07-05,1999-04-21,9999-01-01,d005,Engineer
222789,Shih,Bahr,1964-08-22,1995-10-20,9999-01-01,d007,Senior Staff
222794,Rosalie,Erev,1964-09-05,1997-02-14,9999-01-01,d004,Engineer
222798,Pranay,Nitsche,1964-03-06,1990-01-03,9999-01-01,d005,Senior Engineer
222818,Kasturi,Coullard,1964-11-17,1987-01-18,9999-01-01,d003,Staff
222878,Annemarie,Zallocco,1965-01-10,1996-12-01,9999-01-01,d004,Senior Engineer
222914,Armond,Conry,1964-05-02,1986-10-11,9999-01-01,d005,Senior Engineer
222918,Fen,Schwabacher,1964-04-12,1987-01-08,9999-01-01,d009,Staff
222921,Conrado,Zaccaria,1964-04-05,1992-02-01,9999-01-01,d005,Senior Engineer
222926,Limsoon,Erol,1965-01-10,1997-12-31,9999-01-01,d005,Senior Engineer
222952,Gopalakrishnan,Suermann,1965-01-28,1991-04-30,9999-01-01,d004,Senior Engineer
222957,Jenwei,Chaudhuri,1964-02-01,1992-02-05,9999-01-01,d007,Staff
222963,Zengping,Baumann,1964-08-31,1996-01-01,9999-01-01,d005,Senior Engineer
222974,Izaskun,Bellmore,1964-08-17,1985-07-20,9999-01-01,d006,Senior Engineer
222985,Evgueni,Granlund,1964-06-09,1992-08-09,9999-01-01,d006,Senior Engineer
222998,Leaf,Awdeh,1965-01-07,1992-10-02,9999-01-01,d001,Staff
223000,Mostafa,Mundy,1964-11-17,1992-10-26,9999-01-01,d007,Senior Staff
223011,Alair,Poupard,1964-06-12,1999-02-06,9999-01-01,d008,Staff
223022,Christophe,Tsukune,1964-08-01,1988-08-18,9999-01-01,d004,Senior Engineer
223029,Kristina,Lieberherr,1964-03-10,1986-11-25,9999-01-01,d005,Senior Engineer
223030,Yurii,Rahier,1964-10-21,1991-01-24,9999-01-01,d004,Senior Engineer
223033,Ayonca,Lunt,1964-10-06,1987-10-17,9999-01-01,d005,Senior Engineer
223062,Valdiodio,Itzfeldt,1964-03-16,1987-12-14,9999-01-01,d005,Senior Engineer
223075,Wonhee,Huttel,1964-04-05,1989-06-01,9999-01-01,d007,Staff
223086,Hercules,Litzkow,1964-11-30,1991-03-29,9999-01-01,d007,Senior Staff
223088,Maren,Bahk,1964-01-26,1999-05-27,9999-01-01,d004,Assistant Engineer
223090,Hsiangchu,Frijda,1964-03-31,1985-08-28,9999-01-01,d001,Staff
223133,Nathalie,Falster,1964-10-19,1996-07-04,9999-01-01,d003,Staff
223136,Jacopo,Schwabacher,1964-04-27,1994-06-25,9999-01-01,d001,Senior Staff
223146,Ayakannu,Alencar,1964-09-07,1996-06-01,9999-01-01,d003,Staff
223151,Sugwoo,Jayawardene,1964-06-11,1985-02-18,9999-01-01,d005,Technique Leader
223162,Kannan,Lund,1964-07-29,1995-07-12,9999-01-01,d005,Senior Engineer
223180,Remmert,Munoz,1964-05-05,1998-04-30,9999-01-01,d005,Engineer
223188,Giap,Zobel,1964-05-05,1990-05-28,9999-01-01,d004,Senior Engineer
223208,Munir,Orlowska,1964-06-19,1988-12-17,9999-01-01,d003,Senior Staff
223221,Seongbae,Munck,1964-10-08,1996-02-02,9999-01-01,d009,Staff
223255,Kellyn,Babu,1964-09-24,1990-12-26,9999-01-01,d007,Staff
223267,Chanjung,Bresenham,1964-11-02,1990-08-13,9999-01-01,d006,Senior Engineer
223276,Goo,Mukaidono,1964-10-04,1991-05-15,9999-01-01,d007,Staff
223280,Goncalo,Heystek,1964-12-29,1998-12-24,9999-01-01,d006,Senior Engineer
223295,LiMin,Flasterstein,1964-11-09,1990-05-16,9999-01-01,d003,Staff
223322,Qiwen,Morrey,1964-11-16,1990-12-17,9999-01-01,d007,Staff
223336,Aris,Bratten,1964-05-26,1995-07-11,9999-01-01,d004,Assistant Engineer
223367,Douadi,Puppe,1964-05-02,1989-03-20,9999-01-01,d006,Senior Engineer
223380,Irene,Stasinski,1964-07-29,1992-10-08,9999-01-01,d005,Senior Engineer
223420,Bader,Otillio,1964-02-28,1989-09-18,9999-01-01,d003,Senior Staff
223429,Zsolt,Moffat,1964-11-11,1986-03-21,9999-01-01,d005,Senior Engineer
223432,Kokou,Iwayama,1964-11-20,1992-05-17,9999-01-01,d005,Staff
223439,Richara,Schwartzburd,1964-12-13,1990-06-28,9999-01-01,d004,Technique Leader
223448,Premsyl,Munck,1964-11-29,1994-08-09,9999-01-01,d005,Engineer
223482,Lidong,Piveteau,1964-08-18,1987-11-11,9999-01-01,d007,Staff
223583,Uma,Wroclawski,1964-05-27,1989-03-15,9999-01-01,d009,Staff
223593,Hidefumi,Moehrke,1965-01-20,1998-03-04,9999-01-01,d001,Staff
223595,Chiranjit,Dredge,1965-02-01,1999-09-05,9999-01-01,d004,Technique Leader
223617,Shaunak,Baezner,1964-03-12,1998-08-15,9999-01-01,d005,Staff
223623,Randi,Erman,1964-03-04,1997-01-09,9999-01-01,d009,Staff
223631,Jouko,Underwood,1964-11-04,1999-01-28,9999-01-01,d001,Staff
223654,Tsz,Kowalchuk,1964-12-19,1987-03-20,9999-01-01,d002,Staff
223668,Kotesh,Tanemo,1964-01-14,1986-11-03,9999-01-01,d007,Staff
223669,Van,Orlowski,1964-07-05,1997-07-17,9999-01-01,d004,Engineer
223679,Katsuo,Comyn,1964-10-16,1999-08-05,9999-01-01,d004,Engineer
223691,Mooi,Versino,1964-09-17,1995-09-18,9999-01-01,d005,Engineer
223696,Janche,Kornatzky,1964-09-11,1985-02-13,9999-01-01,d008,Senior Staff
223713,Sudhanshu,Schneeberger,1964-06-03,1999-06-11,9999-01-01,d005,Engineer
223724,Aamod,Eterovic,1964-11-03,1999-03-09,9999-01-01,d004,Engineer
223754,Mrinalini,Nyrup,1964-12-15,1988-06-24,9999-01-01,d007,Staff
223761,Jouko,Facello,1964-12-17,1992-10-28,9999-01-01,d003,Staff
223778,Leszek,Luders,1964-09-21,1985-11-27,9999-01-01,d007,Staff
223814,Billur,Montemayor,1964-09-12,1990-11-25,9999-01-01,d007,Senior Staff
223831,Morrie,Buchter,1964-10-12,1985-05-07,9999-01-01,d005,Senior Engineer
223843,Nectarios,Henders,1964-06-29,1986-10-07,9999-01-01,d002,Staff
223852,Theirry,Kobara,1964-04-17,1986-11-28,9999-01-01,d004,Senior Engineer
223884,Minghong,Morris,1964-12-09,1999-03-04,9999-01-01,d004,Senior Engineer
223889,Yagil,Rosis,1964-04-21,1999-05-21,9999-01-01,d007,Staff
223906,Dhritiman,Samarati,1964-10-28,1996-11-24,9999-01-01,d007,Staff
223913,Vincent,Masand,1964-08-04,1986-01-08,9999-01-01,d005,Senior Engineer
223922,Maja,Piveteau,1964-02-18,1991-07-27,9999-01-01,d009,Staff
223936,Froduald,Suri,1964-11-11,1990-09-09,9999-01-01,d005,Technique Leader
223938,Shounak,Parascandalo,1964-08-19,1989-03-16,9999-01-01,d004,Engineer
223949,Heather,Vidya,1964-01-29,1987-12-22,9999-01-01,d005,Senior Engineer
223978,Christophe,Peral,1964-09-19,1990-06-15,9999-01-01,d005,Technique Leader
223988,Sumali,Hegner,1964-07-17,1996-04-10,9999-01-01,d001,Staff
224021,Minghong,Pepe,1964-10-24,1999-08-21,9999-01-01,d001,Staff
224043,Mountaz,Pietracaprina,1964-08-06,1990-12-28,9999-01-01,d001,Staff
224053,Jaber,Sundgren,1964-03-29,1990-03-20,9999-01-01,d005,Senior Engineer
224059,Shalesh,Rothenberg,1964-03-23,1988-03-20,9999-01-01,d005,Senior Engineer
224073,Alejandra,Fujisawa,1964-11-16,1987-09-09,9999-01-01,d005,Senior Engineer
224081,Luise,Schwabacher,1964-11-03,1990-09-04,9999-01-01,d009,Senior Staff
224103,Augustine,Benzaken,1964-06-28,1995-08-22,9999-01-01,d007,Staff
224112,Rosli,Walston,1964-12-31,1992-08-23,9999-01-01,d008,Senior Engineer
224116,Przemyslawa,Etalle,1964-12-01,1990-09-26,9999-01-01,d003,Staff
224135,Annemarie,Bressoud,1965-01-02,1998-06-23,9999-01-01,d005,Engineer
224149,Jovan,Zobel,1964-04-22,1998-12-24,9999-01-01,d008,Engineer
224183,Mohua,Panwar,1964-05-06,1997-11-08,9999-01-01,d009,Staff
224186,Paris,Erol,1964-05-19,1993-10-05,9999-01-01,d005,Engineer
224192,Remmert,Deyuan,1964-09-16,1985-09-02,9999-01-01,d004,Technique Leader
224215,Sivanarayana,Kawashimo,1964-02-06,1999-04-15,9999-01-01,d009,Staff
224239,Eben,Schapire,1964-08-20,1999-03-10,9999-01-01,d006,Engineer
224244,Gina,Barriga,1964-10-31,1988-03-02,9999-01-01,d007,Staff
224256,Jaewoo,Dolinsky,1964-08-02,1996-02-16,9999-01-01,d005,Engineer
224283,Kazuhiro,Berendt,1964-06-17,1997-03-25,9999-01-01,d004,Engineer
224311,Leen,Collette,1964-08-25,1988-06-01,9999-01-01,d006,Senior Engineer
224331,Fan,Solares,1964-01-06,1994-09-25,9999-01-01,d004,Engineer
224335,Perry,Chachaty,1965-01-29,1985-07-22,9999-01-01,d005,Senior Engineer
224336,Rosine,Andreotta,1964-01-27,1993-08-12,9999-01-01,d008,Senior Engineer
224348,Guadalupe,Wiegley,1964-05-24,1999-08-02,9999-01-01,d005,Assistant Engineer
224390,TRUE,Shobatake,1965-01-24,1996-05-17,9999-01-01,d008,Senior Staff
224393,Naftali,Heemskerk,1964-12-04,1997-09-22,9999-01-01,d007,Staff
224415,Luisa,Doering,1964-03-25,1988-06-22,9999-01-01,d005,Senior Engineer
224428,Uli,Neiman,1964-09-19,2000-05-28,9999-01-01,d001,Staff
224444,Martien,Perry,1964-09-18,1996-09-02,9999-01-01,d007,Staff
224449,Martina,Dayana,1964-03-15,1996-04-01,9999-01-01,d007,Staff
224459,Naftaly,Munawer,1964-07-22,1993-06-17,9999-01-01,d008,Staff
224486,Vidya,Granlund,1964-04-05,1986-12-02,9999-01-01,d003,Staff
224510,Weiru,Cangellaris,1964-05-08,1999-03-15,9999-01-01,d003,Senior Staff
224514,Mayuko,VanScheik,1964-09-16,1988-06-02,9999-01-01,d004,Senior Engineer
224531,Atilio,Syrzycki,1964-07-05,1992-04-23,9999-01-01,d005,Technique Leader
224534,Adib,Porenta,1964-02-28,1987-06-03,9999-01-01,d005,Senior Engineer
224546,Lansing,Armand,1964-03-17,2000-05-06,9999-01-01,d008,Senior Engineer
224550,Xuedong,Koyama,1964-04-20,1995-07-07,9999-01-01,d005,Senior Engineer
224596,Patricia,Poujol,1964-03-04,1999-07-06,9999-01-01,d006,Engineer
224607,Khoa,Murtha,1964-07-27,1991-06-20,9999-01-01,d001,Staff
224625,Falguni,DiGiano,1964-03-03,1995-03-17,9999-01-01,d005,Technique Leader
224635,Ramachenga,Gerlach,1964-07-11,1991-09-27,9999-01-01,d001,Staff
224641,Sangeeta,Litzler,1964-02-03,2000-09-20,9999-01-01,d006,Senior Engineer
224642,Domenico,Jonsson,1964-04-06,1996-09-24,9999-01-01,d004,Senior Engineer
224674,Monique,Scharstein,1964-06-15,1995-02-04,9999-01-01,d004,Engineer
224682,Shuichi,McFarlin,1964-07-06,1985-08-29,9999-01-01,d003,Staff
224697,Petter,Champarnaud,1964-07-12,1987-02-02,9999-01-01,d005,Senior Engineer
224716,Hitofumi,Sridhar,1964-12-08,1999-01-31,9999-01-01,d007,Senior Staff
224752,Fumitaka,Leppanen,1964-01-21,1996-08-02,9999-01-01,d004,Engineer
224753,Waiman,Osgood,1964-07-27,1993-09-14,9999-01-01,d009,Staff
224774,Holgard,Falck,1964-01-15,1987-01-03,9999-01-01,d004,Senior Engineer
224812,Valter,Ramaiah,1964-10-18,1990-11-06,9999-01-01,d009,Staff
224842,Hyuncheol,Dichev,1964-07-08,1989-04-03,9999-01-01,d005,Senior Engineer
224867,Takahira,Itschner,1964-02-29,1998-09-24,9999-01-01,d004,Engineer
224870,Hauke,Choobineh,1964-01-19,1999-07-07,9999-01-01,d004,Engineer
224881,Uno,Hofting,1964-05-16,1987-06-11,9999-01-01,d005,Senior Engineer
224888,Kazuhide,Demizu,1964-10-20,1999-03-06,9999-01-01,d002,Senior Staff
224895,Vatsa,Klassen,1964-06-29,1997-01-06,9999-01-01,d006,Engineer
224908,Aloke,Swiler,1964-09-07,1995-04-02,9999-01-01,d005,Assistant Engineer
224934,George,Miake,1965-01-05,1988-01-02,9999-01-01,d003,Staff
224957,Jianhao,Baik,1964-08-30,1987-12-05,9999-01-01,d005,Senior Engineer
224958,Kwee,Kuhnemann,1964-03-07,1993-10-11,9999-01-01,d005,Senior Engineer
224964,Marc,Clouatre,1964-12-18,1992-09-29,9999-01-01,d005,Senior Engineer
224975,Gretta,McConalogue,1964-05-28,1999-12-21,9999-01-01,d007,Staff
224992,Bartek,Perelgut,1964-10-14,1992-04-14,9999-01-01,d006,Engineer
225002,Shigenori,Condotta,1964-10-11,1985-04-11,9999-01-01,d005,Senior Engineer
225008,Shaw,Hockney,1964-07-23,1993-07-29,9999-01-01,d004,Senior Engineer
225014,Ung,Gornas,1964-04-05,1993-08-07,9999-01-01,d009,Senior Staff
225027,Somnath,Tischendorf,1964-10-15,2001-06-28,9999-01-01,d008,Engineer
225028,Alper,Vrecion,1964-12-05,1990-06-23,9999-01-01,d001,Senior Staff
225040,Spyrose,Butterworth,1964-12-12,2000-01-13,9999-01-01,d005,Engineer
225046,Shaleah,Engberts,1964-12-19,1987-01-30,9999-01-01,d006,Senior Engineer
225077,Dines,Kaltofen,1964-12-28,1985-02-22,9999-01-01,d007,Staff
225082,Arie,Marrakchi,1964-08-19,1990-01-14,9999-01-01,d006,Senior Engineer
225104,Shmuel,Swen,1964-06-13,1995-01-22,9999-01-01,d005,Senior Engineer
225134,Waiman,Benner,1964-07-26,1991-06-05,9999-01-01,d007,Senior Staff
225140,Sachio,Bonifati,1964-09-16,1985-12-05,9999-01-01,d004,Technique Leader
225143,Kwok,Levergood,1964-04-28,1993-11-08,9999-01-01,d007,Staff
225144,Maris,Hoppenstand,1964-06-04,2001-02-11,9999-01-01,d008,Engineer
225149,Koldo,Schieder,1964-03-01,1995-02-11,9999-01-01,d005,Senior Engineer
225163,Saeko,Brandsma,1964-01-12,1988-03-30,9999-01-01,d005,Senior Engineer
225181,Patricia,Rusterholz,1964-03-06,1990-11-27,9999-01-01,d007,Staff
225182,Boguslaw,Decaestecker,1964-04-11,1990-09-19,9999-01-01,d005,Senior Engineer
225183,Laurentiu,Vakili,1964-11-21,1991-01-08,9999-01-01,d004,Senior Engineer
225190,Pascal,Tibblin,1964-01-03,1991-11-01,9999-01-01,d009,Staff
225191,Jinxi,Keohane,1964-04-04,1991-11-11,9999-01-01,d002,Senior Staff
225195,Nadjib,Janocha,1964-04-23,1994-04-24,9999-01-01,d004,Senior Engineer
225235,Radhakrishnan,Murrill,1964-09-29,1986-08-17,9999-01-01,d003,Senior Staff
225256,Zita,Dusink,1964-08-06,1987-03-12,9999-01-01,d005,Senior Engineer
225264,Badri,Bahl,1964-01-02,2000-01-18,9999-01-01,d007,Staff
225276,Pascal,Emmart,1964-06-16,1993-10-03,9999-01-01,d004,Senior Engineer
225278,Michaela,Greenaway,1964-09-13,2000-11-19,9999-01-01,d007,Staff
225308,Yinlin,Irland,1964-03-03,1986-03-26,9999-01-01,d005,Senior Engineer
225360,Parto,Douceur,1964-11-27,1985-11-26,9999-01-01,d004,Senior Engineer
225379,Mantis,Oehlmann,1964-04-19,1999-05-14,9999-01-01,d009,Staff
225380,Ingemar,Kilgour,1964-12-23,1995-12-02,9999-01-01,d005,Senior Engineer
225403,Nalini,Reistad,1964-03-07,1985-03-14,9999-01-01,d006,Senior Engineer
225407,Akhilish,Isaak,1964-04-30,1985-03-21,9999-01-01,d004,Senior Engineer
225414,Aiichiro,Muchinsky,1964-07-16,1994-02-20,9999-01-01,d005,Engineer
225421,Chriss,Cincotta,1964-03-06,1992-01-30,9999-01-01,d005,Senior Engineer
225438,Remmert,Quaggetto,1965-01-14,1992-04-28,9999-01-01,d007,Staff
225460,Karlis,Nannarelli,1964-03-15,1992-08-14,9999-01-01,d005,Senior Engineer
225471,Subbu,Vidya,1964-10-19,2002-01-04,9999-01-01,d004,Senior Engineer
225495,Sadegh,Driscoll,1964-08-05,1996-01-28,9999-01-01,d005,Senior Engineer
225502,Mabo,Bharadwaj,1964-12-24,1993-09-18,9999-01-01,d005,Senior Engineer
225530,Lijia,Pokrovskii,1964-05-18,1994-11-24,9999-01-01,d004,Engineer
225564,Caolyn,Larfeldt,1964-08-22,1987-04-27,9999-01-01,d001,Staff
225566,Tadahiko,Highland,1964-03-11,1995-03-14,9999-01-01,d005,Engineer
225598,Ramachenga,Glinert,1964-11-30,1991-11-27,9999-01-01,d007,Staff
225601,Masasuke,Genin,1965-01-13,1994-06-25,9999-01-01,d005,Engineer
225614,Ronghao,Leppanen,1964-02-15,1991-08-04,9999-01-01,d003,Staff
225620,Haldon,Cappelli,1964-07-26,1992-06-15,9999-01-01,d005,Senior Engineer
225632,Lillian,Haraldson,1964-11-17,1993-08-24,9999-01-01,d005,Technique Leader
225638,Mariangiola,Rosin,1964-05-30,1995-01-18,9999-01-01,d006,Technique Leader
225668,Mingzeng,Nyrup,1964-10-06,1995-09-23,9999-01-01,d007,Staff
225669,Lokesh,Khalid,1964-10-01,1996-06-08,9999-01-01,d009,Staff
225698,Mamdouh,Calkin,1964-05-23,1991-01-02,9999-01-01,d005,Senior Engineer
225705,Hongzue,Crabtree,1964-05-15,1996-07-08,9999-01-01,d004,Senior Engineer
225736,Genki,Vingron,1964-05-12,1999-04-23,9999-01-01,d008,Engineer
225750,Yaghout,Porenta,1964-12-24,1998-02-08,9999-01-01,d005,Engineer
225751,Lein,Pellegrinelli,1964-12-16,1998-08-20,9999-01-01,d004,Assistant Engineer
225775,Susuma,Gente,1964-03-03,1985-12-31,9999-01-01,d004,Senior Engineer
225781,Chuanyi,Merkl,1964-04-02,1985-06-16,9999-01-01,d005,Senior Engineer
225788,Ipke,Kieras,1965-01-08,1995-12-18,9999-01-01,d005,Engineer
225796,Wuxu,Bahi,1964-02-06,1993-10-17,9999-01-01,d008,Staff
225823,Parto,Mukaidono,1964-11-02,1986-11-05,9999-01-01,d004,Senior Engineer
225827,Koldo,Lovengreen,1964-10-02,1999-09-19,9999-01-01,d004,Technique Leader
225830,Takushi,Bernini,1964-06-06,2000-07-06,9999-01-01,d008,Senior Engineer
225836,Suzette,Sullins,1964-10-20,1989-11-30,9999-01-01,d007,Staff
225838,Alselm,Matzov,1964-10-19,1999-10-06,9999-01-01,d007,Senior Staff
225852,Rutger,Templeman,1964-10-03,1999-03-11,9999-01-01,d005,Engineer
225858,Moti,Simkin,1964-04-07,1999-07-20,9999-01-01,d004,Senior Engineer
225867,Ramalingam,Remmele,1965-01-26,1999-09-03,9999-01-01,d006,Senior Engineer
225882,Susanna,Berstel,1964-02-01,1994-10-04,9999-01-01,d001,Staff
225903,Oscar,Camurati,1964-12-13,1996-07-29,9999-01-01,d005,Senior Engineer
225910,Szabolcs,Cmelik,1964-02-27,1995-01-31,9999-01-01,d005,Senior Engineer
225920,Weicheng,Uhrig,1964-01-10,1991-08-10,9999-01-01,d003,Staff
225934,Aral,Seuren,1964-10-18,1985-07-20,9999-01-01,d003,Staff
225954,Conrado,Kaminger,1964-04-12,1997-10-25,9999-01-01,d005,Technique Leader
225964,Mooi,Cooman,1965-01-19,1989-06-07,9999-01-01,d004,Senior Engineer
225973,Miyeon,Conte,1964-03-11,1993-07-16,9999-01-01,d004,Senior Engineer
225988,Macha,Glinert,1964-01-17,1988-12-16,9999-01-01,d007,Staff
225996,Xiadong,Saoudi,1964-01-06,1996-04-28,9999-01-01,d006,Engineer
226003,Martins,Conde,1964-05-10,1990-09-29,9999-01-01,d004,Senior Engineer
226005,Seongbin,Ramaiah,1964-07-20,1998-04-02,9999-01-01,d007,Staff
226022,Perla,Cheshire,1964-11-26,1998-11-25,9999-01-01,d002,Staff
226031,Yuping,Shokrollahi,1964-05-10,1996-10-25,9999-01-01,d004,Engineer
226038,Sorina,Sluis,1964-02-03,1991-09-01,9999-01-01,d007,Senior Staff
226069,Saeko,Veevers,1964-09-09,1995-06-16,9999-01-01,d005,Senior Engineer
226119,Jiann,Azadmanesh,1964-09-21,1997-12-21,9999-01-01,d001,Staff
226124,Zhaofang,Ossenbruggen,1964-12-30,1997-09-04,9999-01-01,d005,Engineer
226125,Udi,Barvinok,1964-03-11,1987-08-01,9999-01-01,d002,Staff
226149,Eirik,Braccini,1964-12-19,1992-06-03,9999-01-01,d004,Senior Engineer
226164,Xiping,Solares,1964-05-05,1993-01-29,9999-01-01,d007,Senior Staff
226167,Tadahiko,Junet,1964-11-09,1995-12-08,9999-01-01,d008,Senior Engineer
226182,Mana,Isaak,1964-08-23,1990-07-27,9999-01-01,d005,Senior Engineer
226190,Berna,Negoita,1964-06-07,1985-04-14,9999-01-01,d004,Senior Engineer
226198,Leen,Azumi,1964-11-26,1994-05-26,9999-01-01,d002,Staff
226199,Baruch,Conde,1964-04-08,1992-10-11,9999-01-01,d005,Senior Engineer
226200,Brigham,Gente,1964-07-05,1989-11-29,9999-01-01,d004,Senior Engineer
226203,Subhash,Veccia,1964-07-03,1996-06-26,9999-01-01,d005,Staff
226205,Sedat,Rosay,1964-02-20,1990-01-29,9999-01-01,d005,Senior Engineer
226206,Vincent,Alvarado,1964-10-18,1997-03-17,9999-01-01,d004,Senior Engineer
226214,Shem,Panienski,1964-09-04,1999-08-30,9999-01-01,d004,Senior Engineer
226216,Giordano,Gini,1965-01-28,1993-08-14,9999-01-01,d006,Technique Leader
226221,Martine,Randt,1964-10-28,2002-07-09,9999-01-01,d009,Staff
226227,Herbert,Erva,1965-01-07,1986-09-06,9999-01-01,d004,Senior Engineer
226249,Jouni,Massonet,1964-02-04,1994-11-19,9999-01-01,d002,Staff
226288,Arnd,Cangellaris,1964-12-25,1994-08-20,9999-01-01,d008,Senior Engineer
226289,Godehard,Fordan,1964-06-22,1985-06-01,9999-01-01,d004,Senior Engineer
226290,Adhemar,Hoppenstand,1964-08-13,1995-05-05,9999-01-01,d005,Senior Engineer
226312,Kazuhira,Zallocco,1964-08-15,1986-10-21,9999-01-01,d004,Senior Engineer
226332,Quingbo,Maliniak,1964-06-30,1986-09-23,9999-01-01,d004,Senior Engineer
226350,Kiam,Alencar,1964-07-28,1996-11-24,9999-01-01,d004,Engineer
226372,Sanjiv,Haldar,1964-05-19,2000-01-18,9999-01-01,d006,Technique Leader
226381,Filipp,Ghelli,1964-01-10,1993-02-16,9999-01-01,d005,Senior Engineer
226389,Weiyi,Landherr,1964-06-19,1987-07-06,9999-01-01,d008,Staff
226393,Sariel,Brandsma,1964-11-27,1992-11-08,9999-01-01,d005,Technique Leader
226409,Sajjad,Suwa,1964-12-19,1992-12-11,9999-01-01,d009,Staff
226416,Goncalo,Ullian,1964-04-27,1987-11-28,9999-01-01,d005,Senior Engineer
226429,Dharmaraja,Brendel,1964-12-10,1997-03-12,9999-01-01,d004,Engineer
226469,Rimon,Schnelling,1964-05-12,1985-08-02,9999-01-01,d003,Staff
226476,Vincent,Gomatam,1964-01-02,1991-08-09,9999-01-01,d004,Technique Leader
226506,Mingdong,Selvestrel,1964-02-15,1990-02-24,9999-01-01,d005,Senior Engineer
226508,Elzbieta,Picaronny,1964-04-18,1990-12-31,9999-01-01,d008,Staff
226509,Dhritiman,Botman,1964-01-29,1992-11-06,9999-01-01,d004,Senior Engineer
226510,Shounak,Chepyzhov,1964-10-06,1999-11-13,9999-01-01,d004,Senior Engineer
226547,Fumitake,Kambil,1964-11-12,1993-02-02,9999-01-01,d004,Senior Engineer
226551,Zeydy,Maksimenko,1964-04-27,1999-02-22,9999-01-01,d004,Engineer
226565,Quingbo,Kroft,1964-07-16,1998-09-09,9999-01-01,d007,Staff
226575,Martien,Codenie,1964-10-18,1998-10-25,9999-01-01,d005,Engineer
226608,Odysseas,Wroclawski,1964-12-14,1993-04-25,9999-01-01,d004,Senior Engineer
226617,Limsoon,Zultner,1964-05-22,1993-11-14,9999-01-01,d005,Senior Engineer
226618,Shietung,Brender,1964-02-29,1993-04-15,9999-01-01,d005,Technique Leader
